Date,Time,Open,High,Low,Close,Tick,Volume,Spread
2021.03.03,17:18:00,111170,111265,110925,110990,13433,31715,5
2021.03.03,17:19:00,110985,111035,110900,110915,6817,19603,5
2021.03.03,17:20:00,110915,111250,110910,111215,14293,32179,5
2021.03.03,17:21:00,111205,111530,111155,111455,16097,35375,5
2021.03.03,17:22:00,111460,111750,111400,111595,18132,39120,5
2021.03.03,17:23:00,111595,111640,111310,111325,14959,31101,5
2021.03.03,17:24:00,111335,111400,111030,111115,13447,30601,5
2021.03.03,17:25:00,111110,111115,110825,110860,13935,37618,5
2021.03.03,17:26:00,110855,110985,110710,110750,17482,39516,5
2021.03.03,17:27:00,110750,111255,110720,111245,21902,44605,5
2021.03.03,17:28:00,111240,111530,111225,111400,21106,43709,5
2021.03.03,17:29:00,111400,111485,111280,111340,11501,23829,5
2021.03.03,17:30:00,111335,111445,111050,111070,14920,33075,5
2021.03.03,17:31:00,111070,111200,110865,110990,19667,35942,5
2021.03.03,17:32:00,110990,111165,110980,111060,9313,18176,5
2021.03.03,17:33:00,111060,111450,111050,111430,14015,29838,5
2021.03.03,17:34:00,111425,111505,111345,111485,12100,24293,5
2021.03.03,17:35:00,111480,111840,111390,111755,22293,50489,5
2021.03.03,17:36:00,111755,111825,111440,111570,21183,40919,5
2021.03.03,17:37:00,111570,111800,111170,111710,23298,50819,5
2021.03.03,17:38:00,111715,111715,111445,111630,11565,24861,5
2021.03.03,17:39:00,111635,111715,111535,111605,5485,13307,5
2021.03.03,17:40:00,111610,111935,111570,111745,22964,40321,5
2021.03.03,17:41:00,111745,111900,111705,111795,16620,30812,5
2021.03.03,17:42:00,111795,111870,111675,111750,11112,20491,5
2021.03.03,17:43:00,111745,111930,111685,111845,12083,22092,5
2021.03.03,17:44:00,111845,111850,111515,111585,16164,31187,5
2021.03.03,17:45:00,111580,111790,111545,111700,12052,23508,5
2021.03.03,17:46:00,111705,111785,111560,111645,11385,22946,5
2021.03.03,17:47:00,111645,111700,111515,111645,9796,18657,5
2021.03.03,17:48:00,111645,111840,111615,111685,10820,22861,5
2021.03.03,17:49:00,111690,111700,111455,111480,10557,19742,5
2021.03.03,17:50:00,111480,111500,111200,111245,23241,38917,5
2021.03.03,17:51:00,111245,111340,111120,111320,15418,27205,5
2021.03.03,17:52:00,111320,111450,111235,111320,11861,20092,5
2021.03.03,17:53:00,111320,111430,111285,111345,7577,13229,5
2021.03.03,17:54:00,111345,111405,111205,111295,8383,14835,5
2021.03.03,17:55:00,111295,111705,111150,111225,26131,44904,5
2021.03.03,17:56:00,111230,111355,111135,111205,9402,15609,5
2021.03.03,17:57:00,111210,111360,111180,111220,7314,12092,5
2021.03.03,17:58:00,111220,111265,111200,111245,2767,6175,5
2021.03.03,17:59:00,111245,111245,111020,111105,7622,16044,5
2021.03.03,18:00:00,111110,111215,111070,111205,4928,11210,5
2021.03.03,18:01:00,111200,111215,111050,111100,4512,10003,5
2021.03.03,18:02:00,111100,111215,110905,111160,10171,20935,5
2021.03.03,18:03:00,111160,111180,111020,111105,3470,6368,5
2021.03.03,18:04:00,111110,111340,111090,111325,6201,11477,5
2021.03.03,18:05:00,111330,111555,111220,111425,10812,19704,5
2021.03.03,18:06:00,111420,111690,111400,111500,9841,24317,5
2021.03.03,18:07:00,111495,111665,111495,111540,6701,15017,5
2021.03.03,18:08:00,111540,111560,111320,111370,6273,13305,5
2021.03.03,18:09:00,111365,111555,111315,111500,5894,10879,5
2021.03.03,18:10:00,111500,111550,111500,111545,2014,5480,5
2021.03.03,18:11:00,111540,111595,111470,111530,3771,7123,5
2021.03.03,18:12:00,111530,111565,111450,111460,2288,4367,5
2021.03.03,18:13:00,111450,111510,111330,111390,4294,9691,5
2021.03.03,18:14:00,111395,111485,111280,111360,3790,9215,5
2021.03.03,18:15:00,111360,111455,111305,111445,2215,4080,5
2021.03.03,18:16:00,111445,111570,111430,111510,3875,8759,5
2021.03.03,18:17:00,111510,111525,111350,111395,4718,9270,5
2021.03.03,18:18:00,111395,111430,111315,111400,3041,8037,5
2021.03.03,18:19:00,111400,111635,111370,111515,5646,12641,5
2021.03.03,18:20:00,111510,111560,111355,111420,3658,9898,5
2021.03.03,18:21:00,111425,111595,111410,111500,3621,7011,5
2021.03.03,18:22:00,111505,111520,111405,111425,753,2930,5
2021.03.03,18:23:00,111425,111480,111385,111465,1244,4536,5
2021.03.03,18:24:00,111465,111500,111310,111335,1607,10016,5
2021.03.04,09:00:00,111600,111785,111000,111750,14110,30436,5
2021.03.04,09:01:00,111755,112065,111630,111835,28358,62122,5
2021.03.04,09:02:00,111830,112095,111805,111975,14378,29658,5
2021.03.04,09:03:00,111980,112120,111880,112070,12873,28459,5
2021.03.04,09:04:00,112070,112180,112000,112180,15030,30708,5
2021.03.04,09:05:00,112180,112180,111980,112125,10525,25504,5
2021.03.04,09:06:00,112120,112170,111990,112060,9414,24617,5
2021.03.04,09:07:00,112060,112240,112020,112215,12004,32060,5
2021.03.04,09:08:00,112220,112420,112215,112350,20524,52730,5
2021.03.04,09:09:00,112355,112465,112325,112405,11960,32821,5
2021.03.04,09:10:00,112405,112510,112370,112425,13509,40152,5
2021.03.04,09:11:00,112430,112605,112415,112595,12616,38170,5
2021.03.04,09:12:00,112595,112710,112565,112675,16305,49113,5
2021.03.04,09:13:00,112680,112895,112635,112795,19304,64515,5
2021.03.04,09:14:00,112795,112810,112615,112710,15599,46510,5
2021.03.04,09:15:00,112710,112710,112520,112530,16689,49253,5
2021.03.04,09:16:00,112525,112600,112470,112480,14125,44413,5
2021.03.04,09:17:00,112480,112685,112415,112645,15809,47049,5
2021.03.04,09:18:00,112645,112870,112585,112630,27247,76043,5
2021.03.04,09:19:00,112630,112650,112510,112515,8889,25332,5
2021.03.04,09:20:00,112515,112605,112465,112515,13626,37518,5
2021.03.04,09:21:00,112510,112530,112455,112475,6984,19302,5
2021.03.04,09:22:00,112475,112530,112440,112495,6706,19264,5
2021.03.04,09:23:00,112490,112595,112460,112525,10466,33153,5
2021.03.04,09:24:00,112525,112670,112510,112555,13160,36042,5
2021.03.04,09:25:00,112555,112620,112490,112570,9732,27519,5
2021.03.04,09:26:00,112570,112610,112555,112570,4391,11836,5
2021.03.04,09:27:00,112570,112590,112500,112555,7702,21353,5
2021.03.04,09:28:00,112555,112585,112520,112555,3822,11087,5
2021.03.04,09:29:00,112555,112755,112550,112665,13495,35772,5
2021.03.04,09:30:00,112665,112670,112575,112580,11008,31951,5
2021.03.04,09:31:00,112590,112645,112580,112600,4094,11001,5
2021.03.04,09:32:00,112600,112635,112570,112575,3578,10987,5
2021.03.04,09:33:00,112575,112580,112470,112485,9615,27679,5
2021.03.04,09:34:00,112485,112520,112380,112405,14096,39022,5
2021.03.04,09:35:00,112410,112600,112310,112475,32069,81600,5
2021.03.04,09:36:00,112475,112515,112395,112410,11471,32716,5
2021.03.04,09:37:00,112410,112420,112280,112310,14334,42328,5
2021.03.04,09:38:00,112310,112370,112290,112310,7762,21887,5
2021.03.04,09:39:00,112305,112330,112180,112190,12316,36851,5
2021.03.04,09:40:00,112195,112320,112160,112170,17370,47725,5
2021.03.04,09:41:00,112170,112255,112115,112220,14723,39845,5
2021.03.04,09:42:00,112225,112225,112130,112185,7127,21423,5
2021.03.04,09:43:00,112180,112185,112105,112135,7635,24350,5
2021.03.04,09:44:00,112140,112180,112110,112135,6280,19961,5
2021.03.04,09:45:00,112135,112165,112075,112110,10008,27781,5
2021.03.04,09:46:00,112105,112180,112100,112140,8934,26930,5
2021.03.04,09:47:00,112140,112150,112040,112115,11526,32960,5
2021.03.04,09:48:00,112115,112135,112050,112070,7892,23985,5
2021.03.04,09:49:00,112070,112120,112045,112050,6578,19249,5
2021.03.04,09:50:00,112055,112080,112005,112010,10940,30984,5
2021.03.04,09:51:00,112015,112170,111985,112170,11033,30783,5
2021.03.04,09:52:00,112165,112170,112100,112140,14756,43885,5
2021.03.04,09:53:00,112145,112160,112075,112075,6147,17430,5
2021.03.04,09:54:00,112075,112075,111970,112010,15180,45316,5
2021.03.04,09:55:00,112010,112120,111985,112005,11468,32557,5
2021.03.04,09:56:00,112010,112025,111945,111980,7801,22764,5
2021.03.04,09:57:00,111980,111995,111925,111975,8080,24249,5
2021.03.04,09:58:00,111975,112000,111950,111965,5786,18265,5
2021.03.04,09:59:00,111960,112000,111940,111985,6596,21597,5
2021.03.04,10:00:00,111980,112100,111950,112060,18511,50868,5
2021.03.04,10:01:00,112060,112155,111990,112005,15767,43073,5
2021.03.04,10:02:00,112010,112020,111840,111910,23454,65925,5
2021.03.04,10:03:00,111910,111965,111835,111850,12032,33205,5
2021.03.04,10:04:00,111850,111920,111635,111660,29049,77376,5
2021.03.04,10:05:00,111660,111755,111625,111720,21034,63582,5
2021.03.04,10:06:00,111725,111750,111555,111570,20097,56005,5
2021.03.04,10:07:00,111580,111720,111500,111685,22386,61857,5
2021.03.04,10:08:00,111685,111695,111605,111630,8129,23497,5
2021.03.04,10:09:00,111625,111650,111525,111615,14316,40618,5
2021.03.04,10:10:00,111615,111690,111530,111680,14260,43643,5
2021.03.04,10:11:00,111680,111685,111440,111595,22290,60018,5
2021.03.04,10:12:00,111595,111655,111465,111620,17302,49254,5
2021.03.04,10:13:00,111620,111830,111605,111760,29278,80617,5
2021.03.04,10:14:00,111760,112130,111680,111985,33227,90701,5
2021.03.04,10:15:00,111985,112285,111940,112150,42340,110418,5
2021.03.04,10:16:00,112150,112250,111950,112125,32111,83312,5
2021.03.04,10:17:00,112125,112145,111830,111855,25189,64468,5
2021.03.04,10:18:00,111855,111970,111825,111940,16007,44532,5
2021.03.04,10:19:00,111940,112195,111915,112125,23573,63499,5
2021.03.04,10:20:00,112125,112180,112025,112065,16622,43873,5
2021.03.04,10:21:00,112060,112265,112060,112245,20182,54710,5
2021.03.04,10:22:00,112245,112430,112155,112425,23407,65951,5
2021.03.04,10:23:00,112430,112490,112190,112260,30919,79980,5
2021.03.04,10:24:00,112260,112465,112185,112340,21616,57393,5
2021.03.04,10:25:00,112340,112500,112315,112430,18643,51075,5
2021.03.04,10:26:00,112430,112540,112370,112445,22119,62720,5
2021.03.04,10:27:00,112445,112545,112420,112505,14973,39586,5
2021.03.04,10:28:00,112500,112590,112490,112565,9797,24335,5
2021.03.04,10:29:00,112565,112610,112380,112595,22459,50015,5
2021.03.04,10:30:00,112595,112720,112440,112495,29826,64484,5
2021.03.04,10:31:00,112495,112535,112240,112280,24797,60533,5
2021.03.04,10:32:00,112280,112480,112170,112460,22719,58491,5
2021.03.04,10:33:00,112460,112500,112365,112460,12610,36407,5
2021.03.04,10:34:00,112465,112500,112310,112470,13828,39284,5
2021.03.04,10:35:00,112470,112500,112425,112495,9505,29721,5
2021.03.04,10:36:00,112495,112630,112400,112625,16729,47384,5
2021.03.04,10:37:00,112625,112690,112490,112680,17089,50031,5
2021.03.04,10:38:00,112685,112785,112635,112670,26299,76223,5
2021.03.04,10:39:00,112675,112795,112670,112780,10072,29442,5
2021.03.04,10:40:00,112785,113055,112700,113000,38530,118219,5
2021.03.04,10:41:00,112995,113020,112930,112980,14386,47946,5
2021.03.04,10:42:00,112980,113220,112975,113210,26781,82364,5
2021.03.04,10:43:00,113215,113260,113110,113190,16373,50901,5
2021.03.04,10:44:00,113190,113280,113135,113215,14880,47193,5
2021.03.04,10:45:00,113220,113330,113195,113300,15329,45984,5
2021.03.04,10:46:00,113305,113330,113210,113290,13213,40860,5
2021.03.04,10:47:00,113295,113300,113155,113170,16592,51350,5
2021.03.04,10:48:00,113170,113350,113165,113245,16385,52098,5
2021.03.04,10:49:00,113245,113320,113220,113300,7830,24124,5
2021.03.04,10:50:00,113295,113330,113115,113160,17781,55947,5
2021.03.04,10:51:00,113160,113245,113140,113140,8531,27584,5
2021.03.04,10:52:00,113145,113230,113120,113130,7844,27089,5
2021.03.04,10:53:00,113125,113250,113110,113210,8626,29078,5
2021.03.04,10:54:00,113215,113325,113195,113265,10272,33323,5
2021.03.04,10:55:00,113260,113330,113190,113200,13627,44359,5
2021.03.04,10:56:00,113205,113275,113180,113230,7990,25949,5
2021.03.04,10:57:00,113230,113285,113200,113255,4763,15459,5
2021.03.04,10:58:00,113260,113425,113250,113370,18488,60867,5
2021.03.04,10:59:00,113375,113420,113270,113295,13010,39755,5
2021.03.04,11:00:00,113300,113360,113265,113355,8449,25567,5
2021.03.04,11:01:00,113355,113405,113250,113265,11382,35731,5
2021.03.04,11:02:00,113265,113300,113220,113275,11690,36787,5
2021.03.04,11:03:00,113280,113295,113190,113270,10901,36518,5
2021.03.04,11:04:00,113275,113345,113250,113280,9430,31507,5
2021.03.04,11:05:00,113275,113410,113275,113400,10659,34882,5
2021.03.04,11:06:00,113400,113445,113380,113410,11167,35751,5
2021.03.04,11:07:00,113410,113570,113365,113570,21297,68097,5
2021.03.04,11:08:00,113570,113660,113510,113640,21406,67911,5
2021.03.04,11:09:00,113640,113650,113535,113600,12649,39947,5
2021.03.04,11:10:00,113600,113695,113570,113670,15029,46504,5
2021.03.04,11:11:00,113675,113780,113610,113745,15750,51288,5
2021.03.04,11:12:00,113750,113860,113725,113805,18460,60640,5
2021.03.04,11:13:00,113800,113810,113675,113685,12701,39558,5
2021.03.04,11:14:00,113680,113735,113650,113650,9161,28051,5
2021.03.04,11:15:00,113655,113780,113650,113685,11652,37493,5
2021.03.04,11:16:00,113690,113730,113630,113665,8396,26388,5
2021.03.04,11:17:00,113665,113670,113470,113480,22275,70563,5
2021.03.04,11:18:00,113480,113490,113410,113460,12567,40463,5
2021.03.04,11:19:00,113460,113635,113455,113605,14819,46123,5
2021.03.04,11:20:00,113600,113645,113555,113620,9875,30870,5
2021.03.04,11:21:00,113615,113695,113570,113680,12007,40162,5
2021.03.04,11:22:00,113680,113730,113655,113725,9410,28960,5
2021.03.04,11:23:00,113725,113820,113660,113800,12622,41104,5
2021.03.04,11:24:00,113795,113845,113760,113820,11339,36363,5
2021.03.04,11:25:00,113815,113890,113775,113805,14954,48649,5
2021.03.04,11:26:00,113805,113905,113795,113880,10375,33489,5
2021.03.04,11:27:00,113880,113940,113840,113930,10848,36285,5
2021.03.04,11:28:00,113930,113965,113820,113820,15014,47787,5
2021.03.04,11:29:00,113820,113880,113760,113850,12908,40253,5
2021.03.04,11:30:00,113855,113960,113710,113890,25640,80669,5
2021.03.04,11:31:00,113890,114100,113885,114035,28502,95329,5
2021.03.04,11:32:00,114030,114375,114030,114335,33167,107431,5
2021.03.04,11:33:00,114335,114370,114190,114205,21047,68320,5
2021.03.04,11:34:00,114210,114220,114020,114100,18943,63384,5
2021.03.04,11:35:00,114100,114325,114065,114215,21995,65356,5
2021.03.04,11:36:00,114215,114280,114075,114120,16091,48146,5
2021.03.04,11:37:00,114125,114165,114040,114085,12356,37991,5
2021.03.04,11:38:00,114085,114210,114045,114070,12437,40518,5
2021.03.04,11:39:00,114070,114090,113940,114005,16538,55449,5
2021.03.04,11:40:00,114005,114115,113910,113955,18201,56634,5
2021.03.04,11:41:00,113960,113995,113810,113820,14746,48254,5
2021.03.04,11:42:00,113825,113880,113735,113760,17026,57995,5
2021.03.04,11:43:00,113760,113905,113745,113790,13719,43401,5
2021.03.04,11:44:00,113795,113880,113775,113830,8340,25305,5
2021.03.04,11:45:00,113825,113885,113765,113825,11772,38041,5
2021.03.04,11:46:00,113830,113965,113825,113885,17493,53626,5
2021.03.04,11:47:00,113885,113910,113670,113685,18563,53744,5
2021.03.04,11:48:00,113685,113705,113380,113400,33735,103746,5
2021.03.04,11:49:00,113405,113490,113360,113390,18893,59031,5
2021.03.04,11:50:00,113390,113465,113325,113420,18598,57623,5
2021.03.04,11:51:00,113420,113575,113325,113475,25685,78316,5
2021.03.04,11:52:00,113480,113505,113365,113385,11950,36787,5
2021.03.04,11:53:00,113385,113500,113320,113475,15041,47417,5
2021.03.04,11:54:00,113475,113570,113375,113520,15374,49019,5
2021.03.04,11:55:00,113525,113765,113515,113645,27738,85757,5
2021.03.04,11:56:00,113650,113650,113360,113410,21783,71955,5
2021.03.04,11:57:00,113410,113460,113300,113375,17951,58933,5
2021.03.04,11:58:00,113370,113555,113330,113535,14382,43602,5
2021.03.04,11:59:00,113535,113535,113385,113425,7923,23173,5
2021.03.04,12:00:00,113425,113455,113200,113350,30845,88242,5
2021.03.04,12:01:00,113350,113360,113165,113175,18575,61800,5
2021.03.04,12:02:00,113170,113375,113120,113340,23120,78943,5
2021.03.04,12:03:00,113340,113340,113090,113135,18909,62740,5
2021.03.04,12:04:00,113130,113170,113020,113060,15649,53938,5
2021.03.04,12:05:00,113060,113130,113025,113055,14938,50431,5
2021.03.04,12:06:00,113055,113205,113040,113060,14508,47462,5
2021.03.04,12:07:00,113060,113075,112860,112915,23690,77465,5
2021.03.04,12:08:00,112910,113055,112850,112985,15619,50801,5
2021.03.04,12:09:00,112980,113055,112895,112910,13124,45387,5
2021.03.04,12:10:00,112905,112920,112765,112795,19881,66808,5
2021.03.04,12:11:00,112790,112885,112740,112755,12932,46154,5
2021.03.04,12:12:00,112755,112890,112725,112805,12430,42482,5
2021.03.04,12:13:00,112805,112950,112745,112890,15329,52130,5
2021.03.04,12:14:00,112890,113090,112880,113040,18095,64918,5
2021.03.04,12:15:00,113040,113060,112885,112990,16181,55352,5
2021.03.04,12:16:00,112990,113030,112910,113000,9126,30452,5
2021.03.04,12:17:00,113000,113000,112785,112850,15342,50345,5
2021.03.04,12:18:00,112850,112990,112830,112900,13117,44383,5
2021.03.04,12:19:00,112895,112955,112835,112850,9225,32624,5
2021.03.04,12:20:00,112845,112910,112770,112865,13039,43904,5
2021.03.04,12:21:00,112865,113270,112865,113245,25348,81078,5
2021.03.04,12:22:00,113250,113355,113205,113290,22941,75999,5
2021.03.04,12:23:00,113290,113355,113230,113250,12959,41054,5
2021.03.04,12:24:00,113245,113300,113110,113205,15781,51076,5
2021.03.04,12:25:00,113200,113205,113010,113125,17890,60364,5
2021.03.04,12:26:00,113130,113180,113055,113160,9422,31150,5
2021.03.04,12:27:00,113160,113415,113155,113395,20977,69005,5
2021.03.04,12:28:00,113395,113520,113360,113475,20050,63033,5
2021.03.04,12:29:00,113475,113530,113410,113460,10375,35142,5
2021.03.04,12:30:00,113460,113550,113395,113515,16244,47668,5
2021.03.04,12:31:00,113515,113660,113515,113595,13618,40333,5
2021.03.04,12:32:00,113590,113700,113520,113590,15507,48285,5
2021.03.04,12:33:00,113590,113700,113580,113600,8623,27505,5
2021.03.04,12:34:00,113600,113660,113530,113650,8180,23989,5
2021.03.04,12:35:00,113650,113675,113585,113655,8082,23090,5
2021.03.04,12:36:00,113655,113860,113650,113850,17632,54276,5
2021.03.04,12:37:00,113855,113935,113795,113915,15510,47314,5
2021.03.04,12:38:00,113915,113945,113845,113890,8195,24745,5
2021.03.04,12:39:00,113895,114090,113880,114080,14692,46370,5
2021.03.04,12:40:00,114080,114090,113960,113995,11615,34432,5
2021.03.04,12:41:00,113995,114175,113990,114135,14071,43145,5
2021.03.04,12:42:00,114140,114255,114060,114255,13957,42210,5
2021.03.04,12:43:00,114255,114365,114215,114320,17424,59011,5
2021.03.04,12:44:00,114320,114330,114225,114225,9926,28945,5
2021.03.04,12:45:00,114225,114275,114090,114110,14690,41384,5
2021.03.04,12:46:00,114105,114170,114055,114075,9583,28930,5
2021.03.04,12:47:00,114075,114365,114060,114315,16675,52909,5
2021.03.04,12:48:00,114310,114320,114055,114060,13567,39470,5
2021.03.04,12:49:00,114060,114120,113960,114005,15304,46256,5
2021.03.04,12:50:00,114005,114040,113905,113995,13692,42499,5
2021.03.04,12:51:00,113995,114035,113930,113970,6982,27179,5
2021.03.04,12:52:00,113970,114005,113890,113910,10256,32846,5
2021.03.04,12:53:00,113915,113920,113650,113680,22252,74123,5
2021.03.04,12:54:00,113680,113780,113675,113715,9883,33278,5
2021.03.04,12:55:00,113715,113835,113660,113750,12279,39522,5
2021.03.04,12:56:00,113755,113800,113700,113755,6149,21760,5
2021.03.04,12:57:00,113755,114250,113745,114240,24082,80016,5
2021.03.04,12:58:00,114245,114700,114220,114355,40014,117973,5
2021.03.04,12:59:00,114365,114605,114200,114270,23402,66104,5
2021.03.04,13:00:00,114265,114325,113960,114080,19957,57955,5
2021.03.04,13:01:00,114080,114280,114035,114185,12690,41467,5
2021.03.04,13:02:00,114185,114210,114075,114190,7634,23109,5
2021.03.04,13:03:00,114190,114330,114115,114245,11315,35662,5
2021.03.04,13:04:00,114250,114440,114175,114410,10557,31987,5
2021.03.04,13:05:00,114415,114520,114175,114190,19201,55379,5
2021.03.04,13:06:00,114195,114460,114175,114410,12242,35355,5
2021.03.04,13:07:00,114410,114480,114095,114130,15663,43296,5
2021.03.04,13:08:00,114130,114160,113975,114085,14094,41649,5
2021.03.04,13:09:00,114080,114200,113970,114115,13964,44735,5
2021.03.04,13:10:00,114110,114215,113980,114005,15059,48384,5
2021.03.04,13:11:00,114010,114055,113835,113915,18085,57357,5
2021.03.04,13:12:00,113910,113930,113755,113815,13000,42615,5
2021.03.04,13:13:00,113810,113955,113800,113905,10637,35050,5
2021.03.04,13:14:00,113910,113935,113770,113790,7772,24391,5
2021.03.04,13:15:00,113790,113820,113485,113490,24543,77457,5
2021.03.04,13:16:00,113485,113780,113455,113735,17643,55764,5
2021.03.04,13:17:00,113735,113765,113610,113615,9961,32852,5
2021.03.04,13:18:00,113620,113985,113610,113900,16760,53989,5
2021.03.04,13:19:00,113905,113935,113610,113630,15102,48064,5
2021.03.04,13:20:00,113630,113765,113575,113610,13083,43404,5
2021.03.04,13:21:00,113610,113610,113415,113480,15995,50000,5
2021.03.04,13:22:00,113485,113725,113485,113640,13540,44623,5
2021.03.04,13:23:00,113645,113670,113440,113495,9872,34123,5
2021.03.04,13:24:00,113495,113655,113445,113570,9521,32589,5
2021.03.04,13:25:00,113565,113605,113425,113460,8962,29980,5
2021.03.04,13:26:00,113460,113470,113340,113395,11431,38084,5
2021.03.04,13:27:00,113400,113460,113330,113360,8123,28894,5
2021.03.04,13:28:00,113365,113580,113365,113570,10980,39104,5
2021.03.04,13:29:00,113570,114275,113545,114125,26843,91010,5
2021.03.04,13:30:00,114130,114205,113950,114050,23881,73222,5
2021.03.04,13:31:00,114050,114140,113780,113795,16743,52540,5
2021.03.04,13:32:00,113800,113880,113530,113580,17671,56829,5
2021.03.04,13:33:00,113580,113725,113480,113670,15753,50822,5
2021.03.04,13:34:00,113665,113785,113555,113605,12433,40426,5
2021.03.04,13:35:00,113600,113805,113595,113770,12931,41439,5
2021.03.04,13:36:00,113765,113895,113740,113815,11126,34990,5
2021.03.04,13:37:00,113815,113915,113720,113745,10235,34079,5
2021.03.04,13:38:00,113750,113770,113650,113665,8965,30011,5
2021.03.04,13:39:00,113665,113795,113635,113790,6975,24409,5
2021.03.04,13:40:00,113785,113980,113745,113960,13905,44807,5
2021.03.04,13:41:00,113960,114030,113730,113820,15360,52251,5
2021.03.04,13:42:00,113820,113970,113815,113935,9213,31473,5
2021.03.04,13:43:00,113935,113980,113835,113880,6619,21415,5
2021.03.04,13:44:00,113880,114000,113860,113975,6462,22478,5
2021.03.04,13:45:00,113970,114060,113840,113875,11673,36781,5
2021.03.04,13:46:00,113870,114015,113845,113930,7352,25044,5
2021.03.04,13:47:00,113925,113995,113905,113935,4006,13025,5
2021.03.04,13:48:00,113940,113965,113825,113830,5685,17220,5
2021.03.04,13:49:00,113830,113905,113735,113885,11253,35935,5
2021.03.04,13:50:00,113890,114005,113850,113910,10289,32937,5
2021.03.04,13:51:00,113910,113985,113910,113945,5258,17187,5
2021.03.04,13:52:00,113945,114000,113830,113845,6348,19653,5
2021.03.04,13:53:00,113845,113900,113765,113770,5642,17194,5
2021.03.04,13:54:00,113770,113855,113755,113785,4735,15138,5
2021.03.04,13:55:00,113780,113840,113685,113795,9674,31917,5
2021.03.04,13:56:00,113795,113815,113700,113755,5410,17707,5
2021.03.04,13:57:00,113755,113815,113735,113780,4631,15203,5
2021.03.04,13:58:00,113785,113875,113705,113735,9037,29716,5
2021.03.04,13:59:00,113735,113825,113725,113815,4695,17075,5
2021.03.04,14:00:00,113810,113885,113795,113815,6572,21464,5
2021.03.04,14:01:00,113815,113955,113810,113930,8094,25264,5
2021.03.04,14:02:00,113930,113990,113895,113975,6988,22307,5
2021.03.04,14:03:00,113975,114185,113960,114100,16788,55698,5
2021.03.04,14:04:00,114105,114150,114025,114130,7047,22709,5
2021.03.04,14:05:00,114130,114200,113850,113945,18885,60658,5
2021.03.04,14:06:00,113950,114045,113900,114010,8543,28827,5
2021.03.04,14:07:00,114010,114040,113960,113980,5175,17141,5
2021.03.04,14:08:00,113980,114075,113895,114050,9329,31872,5
2021.03.04,14:09:00,114050,114100,114010,114090,6694,22393,5
2021.03.04,14:10:00,114090,114120,113860,113890,11716,39386,5
2021.03.04,14:11:00,113890,113980,113420,113585,34544,102344,5
2021.03.04,14:12:00,113590,113760,113520,113670,15800,44503,5
2021.03.04,14:13:00,113670,113690,113500,113680,15087,45581,5
2021.03.04,14:14:00,113675,113870,113610,113815,15474,49869,5
2021.03.04,14:15:00,113810,114160,113760,114155,19968,65769,5
2021.03.04,14:16:00,114155,114260,114000,114065,22574,73503,5
2021.03.04,14:17:00,114065,114130,113980,114105,10404,34314,5
2021.03.04,14:18:00,114100,114135,113990,114105,8928,30811,5
2021.03.04,14:19:00,114105,114145,113895,113915,12303,43886,5
2021.03.04,14:20:00,113915,114030,113665,113690,20029,66198,5
2021.03.04,14:21:00,113695,113695,113505,113565,21470,68835,5
2021.03.04,14:22:00,113570,113695,113520,113605,16514,55693,5
2021.03.04,14:23:00,113605,113680,113530,113600,11031,38283,5
2021.03.04,14:24:00,113600,113655,113475,113585,11738,39866,5
2021.03.04,14:25:00,113580,113615,113400,113430,16374,53589,5
2021.03.04,14:26:00,113430,113570,113365,113485,16195,51551,5
2021.03.04,14:27:00,113490,113605,113350,113355,15364,54003,5
2021.03.04,14:28:00,113350,113440,113245,113380,21439,69055,5
2021.03.04,14:29:00,113385,113695,113375,113645,21575,72420,5
2021.03.04,14:30:00,113645,113650,113460,113510,17397,59288,5
2021.03.04,14:31:00,113510,113540,113405,113520,12768,41953,5
2021.03.04,14:32:00,113520,113540,113405,113445,10592,38081,5
2021.03.04,14:33:00,113440,113440,113280,113325,15508,50856,5
2021.03.04,14:34:00,113325,113465,113280,113425,11342,35931,5
2021.03.04,14:35:00,113430,113520,113350,113425,11095,31845,5
2021.03.04,14:36:00,113430,113560,113370,113460,10522,31145,5
2021.03.04,14:37:00,113460,113470,113315,113380,12001,36890,5
2021.03.04,14:38:00,113380,113445,113190,113315,16934,50975,5
2021.03.04,14:39:00,113320,113590,113305,113560,17682,56598,5
2021.03.04,14:40:00,113560,113730,113470,113585,20067,67475,5
2021.03.04,14:41:00,113590,113680,113510,113570,11412,38550,5
2021.03.04,14:42:00,113570,113570,113320,113345,17448,58029,5
2021.03.04,14:43:00,113340,113400,113230,113275,11788,36894,5
2021.03.04,14:44:00,113275,113360,113055,113185,20529,66398,5
2021.03.04,14:45:00,113180,113260,112910,112965,24300,78720,5
2021.03.04,14:46:00,112965,113145,112865,113105,21526,69739,5
2021.03.04,14:47:00,113105,113170,113000,113060,14505,50208,5
2021.03.04,14:48:00,113060,113210,112985,113040,15330,50687,5
2021.03.04,14:49:00,113035,113240,113030,113165,11404,38460,5
2021.03.04,14:50:00,113165,113215,112945,112980,15598,49653,5
2021.03.04,14:51:00,112980,113200,112900,113175,17021,57437,5
2021.03.04,14:52:00,113175,113230,112990,113010,15070,52998,5
2021.03.04,14:53:00,113010,113070,112910,112915,10364,29817,5
2021.03.04,14:54:00,112920,112935,112790,112820,17429,57362,5
2021.03.04,14:55:00,112820,112950,112645,112775,26275,84431,5
